"feature_id","gene_id","transcript_id","mean_norm_WT","mean_norm_mutant","a.value","m.value_TCC_raw","log2FC_mut_vs_WT","p.value","q.value","rank","estimatedDEG","direction","abs_log2FC_gt1"
"Os01g0103100","Os01g0103100","Os01t0103100-01",7.77747143095641,14.8035890680013,3.42358813940511,0.928573898196256,0.928573898196256,0.000990277946142873,0.00873829677623593,5082,1,"up",FALSE
"Os01g0103100.1","Os01g0103100","Os01t0103100-02",21.9662896570243,43.0681495901644,4.94288436667025,0.971330136357118,0.971330136357118,0.000866771227266052,0.00789939364359225,4920,1,"up",FALSE
"Os01g0103075","Os01g0103075","Os01t0103075-00",0.594950442903129,1.15955462027321,-0.26779390669437,0.962729371496005,0.962729371496005,0.195797089328407,0.4039345205798,21737,0,"NS",FALSE
"Os01g0103400","Os01g0103400","Os01t0103400-01",44.4544460570333,47.3178501802969,5.51928421688995,0.0900568127043897,0.0900568127043897,0.408074531946803,0.624413768404218,29307,0,"NS",FALSE
"Os01g0103600","Os01g0103600","Os01t0103600-02",241.299155680312,209.094381193992,7.81134477061774,-0.206668573292341,-0.206668573292341,0.0268408493256533,0.10351316195043,11628,0,"NS",FALSE
"Os01g0103600.1","Os01g0103600","Os01t0103600-01",9.9663274694992,17.7889717783973,3.73498659843367,0.8358492403033,0.8358492403033,0.00233221246568552,0.0168741103277189,6198,1,"up",FALSE
"Os01g0103650","Os01g0103650","Os01t0103650-00",1.16667959400421,1.52513957044941,0.415674840769818,0.386532867262551,0.386532867262551,0.348645978243058,0.566812033609619,27583,0,"NS",FALSE
"Os01g0103700","Os01g0103700","Os01t0103700-01",19.7850424160856,18.3854789846198,4.25341655530356,-0.105843395627684,-0.105843395627684,0.435183454350965,0.651794089272725,29941,0,"NS",FALSE
"Os01g0103800","Os01g0103800","Os01t0103800-01",137.24029763331,148.574157343909,7.15779986894554,0.114479038767167,0.114479038767167,0.124070995457699,0.294180707466032,18913,0,"NS",FALSE
"Os01g0103900","Os01g0103900","Os01t0103900-01",9.11917194462332,13.7780921920773,3.4866035297979,0.595401403276814,0.595401403276814,0.0089587525433238,0.0464737469341283,8644,1,"up",FALSE
"Os01g0104000","Os01g0104000","Os01t0104000-02",154.581216895415,151.425244237524,7.25734157324483,-0.029759290238311,-0.029759290238311,0.619483022920241,0.81047089273672,34276,0,"NS",FALSE
"Os01g0104000.1","Os01g0104000","Os01t0104000-01",145.542616782344,145.424235728063,7.18471087833945,-0.00117393282359757,-0.00117393282359757,0.989900538451118,1,42578,0,"NS",FALSE
"Os01g0104100","Os01g0104100","Os01t0104100-01",92.8236410519207,70.5074295409334,6.33806188231915,-0.396717003184822,-0.396717003184822,0.000124014714710043,0.00172283638985662,3228,1,"down",FALSE
"Os01g0104100.1","Os01g0104100","Os01t0104100-02",53.5834315747883,38.9736335190947,5.51407080354022,-0.459288536297866,-0.459288536297866,0.000158604485472291,0.00210054918680432,3386,1,"down",FALSE
"Os01g0104200","Os01g0104200","Os01t0104200-01",2.15550634543644,0.112185143499245,-1.02400982527136,-4.26407326967546,-4.26407326967546,4.98386147714489e-05,0.000825928618185829,2706,1,"down",TRUE
"Os01g0104350","Os01g0104350","Os01t0104350-00",23.3395960375744,15.8470910039064,4.26542690745997,-0.558561556959728,-0.558561556959728,0.00151289593742012,0.0120747043567317,5618,1,"down",FALSE
"Os01g0104400","Os01g0104400","Os01t0104400-01",58.7765928024007,49.0247756057341,5.74630447357112,-0.261730703395916,-0.261730703395916,0.0841891768310772,0.227651920273325,16584,0,"NS",FALSE
"Os01g0104400.1","Os01g0104400","Os01t0104400-02",121.171427540177,101.839392066568,6.79552882015619,-0.250753836433923,-0.250753836433923,0.0558674455427863,0.173261472860156,14459,0,"NS",FALSE
"Os01g0104400.2","Os01g0104400","Os01t0104400-03",49.8049803790605,44.1945932747125,5.55200804389345,-0.172420133117137,-0.172420133117137,0.181972701321968,0.383548778815677,21276,0,"NS",FALSE
"Os01g0104500","Os01g0104500","Os01t0104500-01",3.5458982267833,0.461577343705327,0.355397722965855,-2.94150681220302,-2.94150681220302,6.21821744391924e-05,0.000990233462553674,2816,1,"down",TRUE
"Os01g0104600","Os01g0104600","Os01t0104600-02",29.0471230517049,31.8714645674582,4.92725839287644,0.133870035642864,0.133870035642864,0.233784043379208,0.444888246089821,23526,0,"NS",FALSE
